Data,Último,Abertura,Máxima,Mínima,Vol.,Var%,Volume
03.12.2018,89.82,89.511,91.242,89.429,"6,12M","0,35%",6120000.0
30.11.2018,89.504,89.709,90.246,89.258,"6,95M","-0,23%",6950000.0
29.11.2018,89.71,89.249,89.91,88.475,"4,39M","0,51%",4390000.0
28.11.2018,89.251,87.891,89.483,87.153,"5,46M","1,55%",5460000.0
27.11.2018,87.891,85.547,88.018,85.377,"5,12M","2,74%",5120000.0
26.11.2018,85.547,86.237,87.147,84.905,"4,70M","-0,79%",4700000.0
23.11.2018,86.23,87.479,87.479,85.763,"4,28M","-1,43%",4280000.0
22.11.2018,87.477,87.269,87.656,87.222,"2,31M","0,24%",2310000.0
21.11.2018,87.269,87.896,87.896,86.254,"4,27M","-0,72%",4270000.0
19.11.2018,87.901,88.472,88.484,87.047,"3,75M","-0,69%",3750000.0
16.11.2018,88.515,85.975,88.516,85.975,"5,34M","2,96%",5340000.0
14.11.2018,85.973,84.898,85.973,84.267,"5,76M","1,25%",5760000.0
13.11.2018,84.914,85.531,85.941,84.071,"4,55M","-0,71%",4550000.0
12.11.2018,85.525,85.644,86.227,85.009,"3,64M","-0,14%",3640000.0
09.11.2018,85.641,85.62,86.233,84.03,"4,96M","0,02%",4960000.0
08.11.2018,85.62,87.719,88.57,85.62,"5,46M","-2,39%",5460000.0
07.11.2018,87.714,88.676,89.565,87.541,"4,51M","-1,08%",4510000.0
06.11.2018,88.669,89.587,89.587,88.066,"4,50M","-1,04%",4500000.0
05.11.2018,89.598,88.418,89.598,88.347,"4,76M","1,33%",4760000.0
01.11.2018,88.419,87.428,89.017,87.094,"6,06M","1,14%",6060000.0
31.10.2018,87.424,86.889,88.028,86.213,"6,07M","0,62%",6070000.0
30.10.2018,86.886,83.802,86.99,83.802,"6,76M","3,69%",6760000.0
29.10.2018,83.797,85.728,88.377,82.783,"7,97M","-2,24%",7970000.0
26.10.2018,85.72,84.084,85.72,83.497,"6,67M","1,95%",6670000.0
25.10.2018,84.084,83.124,84.831,83.124,"5,53M","1,23%",5530000.0
24.10.2018,83.064,85.302,85.786,83.035,"4,82M","-2,62%",4820000.0
23.10.2018,85.3,85.595,85.595,84.032,"4,52M","-0,35%",4520000.0
22.10.2018,85.597,84.222,85.772,84.222,"3,99M","1,64%",3990000.0
19.10.2018,84.22,83.845,84.954,83.667,"3,87M","0,44%",3870000.0
18.10.2018,83.847,85.76,85.76,83.846,"4,21M","-2,24%",4210000.0
17.10.2018,85.764,85.714,86.167,84.944,"5,01M","0,05%",5010000.0
16.10.2018,85.718,83.42,85.718,83.42,"4,96M","2,83%",4960000.0
15.10.2018,83.36,82.922,84.278,82.922,"4,93M","0,53%",4930000.0
11.10.2018,82.921,83.7,84.749,82.607,"5,35M","-0,91%",5350000.0
10.10.2018,83.679,86.084,86.085,83.679,"5,38M","-2,80%",5380000.0
09.10.2018,86.088,86.053,86.573,85.433,"6,66M","0,00%",6660000.0
08.10.2018,86.084,82.324,87.333,82.324,"10,31M","4,57%",10310000.0
05.10.2018,82.322,82.972,83.805,82.03,"5,56M","-0,76%",5560000.0
04.10.2018,82.953,83.275,83.43,81.892,"5,09M","-0,38%",5090000.0
03.10.2018,83.273,81.624,85.442,81.623,"7,85M","2,04%",7850000.0
02.10.2018,81.612,78.625,81.778,78.625,"6,13M","3,80%",6130000.0
01.10.2018,78.624,79.35,79.557,78.091,"3,23M","-0,90%",3230000.0
28.09.2018,79.342,80.0,80.0,78.967,"4,19M","-0,82%",4190000.0000000005
27.09.2018,80.0,78.676,80.107,78.676,"4,61M","1,71%",4610000.0
26.09.2018,78.656,78.634,79.461,78.53,"3,85M","0,03%",3850000.0
25.09.2018,78.63,77.98,78.688,77.005,"3,81M","0,83%",3810000.0
24.09.2018,77.984,79.447,79.447,77.857,"2,91M","-1,84%",2910000.0
21.09.2018,79.444,78.116,80.002,78.116,"4,81M","1,70%",4810000.0
20.09.2018,78.116,78.169,78.944,77.82,"3,23M","-0,07%",3230000.0
19.09.2018,78.169,78.268,79.021,77.624,"3,90M","-0,19%",3900000.0
18.09.2018,78.314,76.781,78.454,76.677,"4,30M","1,99%",4300000.0
17.09.2018,76.789,75.428,76.893,75.227,"3,50M","1,80%",3500000.0
14.09.2018,75.429,74.687,75.705,74.445,"3,33M","0,99%",3330000.0
13.09.2018,74.687,75.126,75.407,74.501,"3,16M","-0,58%",3160000.0
12.09.2018,75.125,74.68,75.68,74.499,"3,82M","0,63%",3820000.0
11.09.2018,74.657,76.437,76.437,74.275,"3,51M","-2,33%",3510000.0
10.09.2018,76.436,76.416,77.293,76.115,"3,20M","0,03%",3200000.0
06.09.2018,76.416,75.098,76.533,74.986,"3,40M","1,76%",3400000.0
05.09.2018,75.092,74.712,75.37,74.276,"2,92M","0,51%",2920000.0
04.09.2018,74.712,76.192,76.192,74.605,"3,26M","-1,94%",3260000.0
03.09.2018,76.193,76.675,76.675,75.729,"1,73M","-0,63%",1730000.0
31.08.2018,76.678,76.386,77.202,76.026,"4,27M","0,36%",4270000.0
30.08.2018,76.404,78.389,78.389,76.372,"1,73M","-2,53%",1730000.0
29.08.2018,78.389,77.472,78.783,77.399,"3,22M","1,18%",3220000.0
28.08.2018,77.473,77.928,78.038,77.149,"3,06M","-0,59%",3060000.0
27.08.2018,77.93,76.264,78.008,76.264,"2,84M","2,19%",2840000.0
24.08.2018,76.262,75.647,76.629,75.647,"3,26M","0,83%",3260000.0
23.08.2018,75.634,76.898,77.232,75.466,"3,99M","-1,65%",3990000.0
22.08.2018,76.902,75.171,76.904,74.876,"3,72M","2,29%",3720000.0
21.08.2018,75.18,76.327,76.34,74.915,"4,20M","-1,50%",4200000.0
20.08.2018,76.328,76.029,76.497,75.608,"3,69M","0,39%",3690000.0
17.08.2018,76.028,76.817,76.817,75.633,"3,86M","-1,03%",3860000.0
16.08.2018,76.819,77.085,77.704,76.381,"3,39M","-0,34%",3390000.0
15.08.2018,77.078,78.614,78.618,76.829,"4,52M","-1,94%",4520000.0
14.08.2018,78.602,77.499,78.742,77.499,"3,83M","1,43%",3830000.0
13.08.2018,77.496,76.513,77.689,75.931,"4,08M","1,28%",4080000.0
10.08.2018,76.514,78.766,78.766,76.043,"4,83M","-2,86%",4830000.0
09.08.2018,78.768,79.171,79.461,78.156,"3,83M","-0,49%",3830000.0
08.08.2018,79.152,80.347,80.912,78.966,"3,95M","-1,49%",3950000.0
07.08.2018,80.347,81.093,81.742,79.923,"3,98M","-0,87%",3980000.0
06.08.2018,81.051,81.445,81.765,80.965,"2,59M","-0,47%",2590000.0
03.08.2018,81.435,79.656,81.792,79.656,"3,92M","2,26%",3920000.0
02.08.2018,79.637,79.237,79.896,78.573,"3,10M","0,42%",3100000.0
01.08.2018,79.302,79.213,79.731,78.769,"3,33M","0,10%",3330000.0
31.07.2018,79.22,80.279,80.279,79.016,"3,46M","-1,32%",3460000.0
30.07.2018,80.276,79.866,80.492,79.699,"2,71M","0,51%",2710000.0
27.07.2018,79.866,79.405,80.251,79.405,"3,11M","0,58%",3110000.0
26.07.2018,79.405,80.242,80.589,79.081,"3,71M","-1,01%",3710000.0
25.07.2018,80.218,79.154,80.437,79.154,"3,58M","1,34%",3580000.0
24.07.2018,79.155,78.005,79.497,78.005,"3,38M","1,49%",3380000.0
23.07.2018,77.996,78.571,78.639,77.871,"2,52M","-0,73%",2520000.0
20.07.2018,78.571,77.5,79.489,77.5,"4,89M","1,40%",4890000.0
19.07.2018,77.487,77.36,77.487,75.89,"3,90M","0,16%",3900000.0
18.07.2018,77.363,78.124,78.496,77.164,"3,50M","-0,98%",3500000.0
17.07.2018,78.13,76.653,78.522,76.482,"4,00M","1,93%",4000000.0
16.07.2018,76.653,76.587,76.924,76.129,"3,23M","0,08%",3230000.0
13.07.2018,76.594,75.856,76.682,75.554,"3,42M","0,97%",3420000.0
12.07.2018,75.856,74.403,75.898,74.403,"3,62M","1,96%",3620000.0
11.07.2018,74.399,74.862,75.025,74.196,"3,88M","-0,62%",3880000.0
10.07.2018,74.862,75.015,75.895,74.431,"4,02M","-0,20%",4019999.9999999995
06.07.2018,75.01,74.558,75.065,74.048,"2,73M","0,61%",2730000.0
05.07.2018,74.553,74.751,75.127,73.756,"3,67M","-0,25%",3670000.0
04.07.2018,74.743,73.667,74.904,73.45,"2,21M","1,46%",2210000.0
03.07.2018,73.668,72.848,74.515,72.848,"3,35M","1,14%",3350000.0
02.07.2018,72.84,72.763,72.84,71.935,"2,84M","0,11%",2840000.0
29.06.2018,72.763,71.779,73.02,71.779,"4,00M","1,39%",4000000.0
28.06.2018,71.767,70.609,72.092,70.439,"3,62M","1,64%",3620000.0
27.06.2018,70.609,71.405,72.032,70.134,"3,70M","-1,11%",3700000.0
26.06.2018,71.405,70.968,71.622,70.203,"3,61M","0,64%",3610000.0
25.06.2018,70.953,70.642,71.323,69.779,"3,45M","0,44%",3450000.0
22.06.2018,70.641,70.077,71.058,69.907,"3,15M","0,81%",3150000.0
21.06.2018,70.075,72.117,72.207,70.019,"3,60M","-2,84%",3600000.0
20.06.2018,72.123,71.397,72.617,71.155,"4,55M","1,02%",4550000.0
19.06.2018,71.394,69.811,72.01,69.069,"5,35M","2,26%",5350000.0
18.06.2018,69.815,70.757,70.757,69.36,"3,58M","-1,33%",3580000.0
15.06.2018,70.758,71.421,71.421,69.583,"6,66M","-0,93%",6660000.0
14.06.2018,71.421,72.151,72.708,71.344,"4,41M","-0,97%",4410000.0
13.06.2018,72.122,72.757,72.977,71.035,"4,50M","-0,87%",4500000.0
12.06.2018,72.754,72.308,73.322,72.124,"4,01M","0,62%",4010000.0
11.06.2018,72.308,72.943,73.716,71.843,"3,67M","-0,87%",3670000.0
08.06.2018,72.942,73.848,74.031,71.679,"6,14M","-1,23%",6140000.0
07.06.2018,73.851,76.117,76.117,71.162,"8,17M","-2,98%",8170000.0
06.06.2018,76.117,76.641,76.967,75.518,"5,02M","-0,69%",5020000.0
05.06.2018,76.642,78.595,78.892,76.412,"4,64M","-2,49%",4640000.0
04.06.2018,78.596,77.244,78.637,77.244,"4,15M","1,76%",4150000.0000000005
01.06.2018,77.24,76.779,78.169,75.524,"6,23M","0,63%",6230000.0
30.05.2018,76.754,76.058,77.097,75.515,"7,67M","0,90%",7670000.0
29.05.2018,76.072,75.361,77.214,75.361,"6,16M","0,95%",6160000.0
28.05.2018,75.356,78.886,78.886,75.337,"4,31M","-4,49%",4310000.0
25.05.2018,78.898,80.123,80.629,78.622,"4,81M","-1,53%",4810000.0
24.05.2018,80.122,80.86,80.86,79.027,"6,37M","-0,92%",6370000.0
23.05.2018,80.867,82.742,82.742,80.867,"4,00M","-2,26%",4000000.0
22.05.2018,82.739,81.817,83.396,81.613,"4,93M","1,13%",4930000.0
21.05.2018,81.815,83.095,83.883,81.576,"4,37M","-1,52%",4370000.0
18.05.2018,83.082,83.614,83.614,81.391,"5,91M","-0,65%",5910000.0
17.05.2018,83.622,86.537,86.537,83.377,"5,68M","-3,37%",5680000.0
16.05.2018,86.537,85.122,86.678,85.044,"3,82M","1,65%",3820000.0
15.05.2018,85.13,85.225,85.231,83.83,"4,54M","-0,12%",4540000.0
14.05.2018,85.232,85.222,86.105,84.688,"4,21M","0,01%",4210000.0
11.05.2018,85.22,85.861,86.406,85.183,"4,52M","-0,75%",4520000.0
10.05.2018,85.861,84.284,86.201,84.284,"4,75M","1,89%",4750000.0
09.05.2018,84.265,82.977,84.447,82.855,"4,84M","1,58%",4840000.0
08.05.2018,82.956,82.715,83.409,82.201,"4,07M","0,29%",4070000.0000000005
07.05.2018,82.714,83.122,83.643,82.602,"2,93M","-0,49%",2930000.0
04.05.2018,83.118,83.286,83.671,82.746,"3,58M","-0,20%",3580000.0
03.05.2018,83.288,84.547,84.562,83.178,"4,10M","-1,49%",4099999.9999999995
02.05.2018,84.547,86.111,86.111,84.383,"3,84M","-1,82%",3840000.0
30.04.2018,86.115,86.443,86.739,85.979,"2,25M","-0,38%",2250000.0
27.04.2018,86.445,86.383,87.179,86.262,"3,14M","0,07%",3140000.0
26.04.2018,86.383,85.051,86.383,85.051,"3,23M","1,57%",3230000.0
25.04.2018,85.044,85.466,85.466,84.349,"3,32M","-0,50%",3320000.0
24.04.2018,85.469,85.603,86.578,85.106,"2,93M","-0,16%",2930000.0
23.04.2018,85.602,85.52,85.746,84.711,"2,50M","0,06%",2500000.0
20.04.2018,85.55,85.823,85.823,85.025,"3,08M","-0,32%",3080000.0
19.04.2018,85.824,85.775,86.059,85.197,"3,63M","0,06%",3630000.0
18.04.2018,85.776,84.09,86.149,84.09,"4,33M","2,01%",4330000.0
17.04.2018,84.086,82.862,84.191,82.81,"2,71M","1,48%",2710000.0
16.04.2018,82.862,84.328,84.591,82.762,"3,00M","-1,75%",3000000.0
13.04.2018,84.334,85.441,85.441,84.144,"3,61M","-1,30%",3610000.0
12.04.2018,85.444,85.246,85.577,85.025,"2,92M","0,23%",2920000.0
11.04.2018,85.246,84.494,85.417,84.34,"3,47M","0,87%",3470000.0
10.04.2018,84.51,83.312,84.538,83.312,"3,63M","1,44%",3630000.0
09.04.2018,83.307,84.832,85.11,83.155,"3,27M","-1,78%",3270000.0
06.04.2018,84.82,85.21,85.21,83.833,"3,16M","-0,46%",3160000.0
05.04.2018,85.21,84.374,86.148,84.374,"4,39M","1,01%",4390000.0
04.04.2018,84.36,84.61,84.61,82.826,"3,04M","-0,31%",3040000.0
03.04.2018,84.623,84.669,85.411,84.21,"2,66M","-0,05%",2660000.0
02.04.2018,84.666,85.365,85.675,84.166,"2,68M","-0,82%",2680000.0
29.03.2018,85.366,83.874,85.708,83.874,"3,25M","1,78%",3250000.0
28.03.2018,83.874,83.806,83.889,82.889,"3,00M","0,08%",3000000.0
27.03.2018,83.808,85.103,85.296,83.542,"3,04M","-1,50%",3040000.0
26.03.2018,85.088,84.377,85.553,84.357,"2,43M","0,84%",2430000.0
23.03.2018,84.377,84.766,85.45,84.042,"3,28M","-0,46%",3280000.0
22.03.2018,84.768,84.984,85.499,84.197,"3,34M","-0,25%",3340000.0
21.03.2018,84.977,84.166,85.145,84.08,"3,36M","0,97%",3360000.0
20.03.2018,84.164,83.919,84.412,83.682,"2,76M","0,30%",2760000.0
19.03.2018,83.913,84.886,84.886,83.678,"3,43M","-1,15%",3430000.0
16.03.2018,84.886,84.928,85.495,84.525,"5,61M","-0,05%",5610000.0
15.03.2018,84.928,86.051,86.051,84.72,"3,96M","-1,31%",3960000.0
14.03.2018,86.051,86.383,86.97,85.691,"2,64M","-0,39%",2640000.0
13.03.2018,86.384,86.902,87.333,86.119,"2,82M","-0,59%",2820000.0
12.03.2018,86.9,86.386,87.046,86.386,"2,68M","0,61%",2680000.0
09.03.2018,86.371,84.987,86.389,84.749,"3,59M","1,63%",3590000.0
08.03.2018,84.985,85.51,85.83,84.491,"3,81M","-0,58%",3810000.0
07.03.2018,85.484,85.653,85.653,84.397,"3,56M","-0,20%",3560000.0
06.03.2018,85.653,86.023,86.931,85.653,"3,72M","-0,43%",3720000.0
05.03.2018,86.023,85.761,86.165,85.053,"3,53M","0,31%",3530000.0
02.03.2018,85.761,85.378,85.761,83.897,"4,00M","0,45%",4000000.0
01.03.2018,85.378,85.337,86.26,84.64,"4,48M","0,03%",4480000.0
28.02.2018,85.354,86.939,87.109,85.199,"6,13M","-1,82%",6130000.0
27.02.2018,86.935,87.649,87.839,86.613,"3,64M","-0,82%",3640000.0
26.02.2018,87.653,87.296,88.318,87.242,"4,17M","0,41%",4170000.0
23.02.2018,87.293,86.69,87.345,86.138,"4,31M","0,70%",4310000.0
22.02.2018,86.686,86.05,87.159,86.05,"3,65M","0,74%",3650000.0
21.02.2018,86.052,85.804,87.358,85.804,"4,96M","0,29%",4960000.0
20.02.2018,85.804,84.792,86.29,84.261,"4,20M","1,19%",4200000.0
19.02.2018,84.793,84.525,84.956,84.525,"2,15M","0,32%",2150000.0
16.02.2018,84.525,84.291,84.575,83.824,"3,58M","0,28%",3580000.0
15.02.2018,84.291,83.551,84.686,83.551,"3,60M","0,90%",3600000.0
14.02.2018,83.543,80.901,83.782,80.901,"4,03M","3,27%",4030000.0000000005
09.02.2018,80.899,81.532,81.897,79.69,"4,42M","-0,78%",4420000.0
08.02.2018,81.533,82.773,83.501,81.109,"4,14M","-1,49%",4139999.9999999995
07.02.2018,82.767,83.894,84.41,82.548,"4,01M","-1,34%",4010000.0
06.02.2018,83.894,81.857,84.162,80.804,"5,77M","2,48%",5770000.0
05.02.2018,81.861,84.04,84.311,81.861,"3,35M","-2,59%",3350000.0
02.02.2018,84.041,85.495,85.495,83.831,"3,48M","-1,70%",3480000.0
01.02.2018,85.495,84.913,86.028,84.833,"4,21M","0,69%",4210000.0
31.01.2018,84.913,84.485,86.213,84.484,"4,36M","0,51%",4360000.0
30.01.2018,84.482,84.697,84.697,83.804,"3,68M","-0,26%",3680000.0
29.01.2018,84.698,85.531,85.531,84.341,"4,01M","-0,97%",4010000.0
26.01.2018,85.531,83.68,85.531,83.68,"5,58M","2,21%",5580000.0
24.01.2018,83.68,80.679,83.68,80.679,"5,67M","3,72%",5670000.0
23.01.2018,80.678,81.676,81.676,80.524,"3,83M","-1,22%",3830000.0
22.01.2018,81.675,81.22,81.675,80.923,"2,78M","0,56%",2780000.0
19.01.2018,81.22,80.965,81.429,80.854,"3,22M","0,32%",3220000.0
18.01.2018,80.963,81.185,81.367,80.498,"3,54M","-0,28%",3540000.0
17.01.2018,81.189,79.832,81.189,79.828,"3,44M","1,70%",3440000.0
16.01.2018,79.832,79.751,80.246,79.668,"3,07M","0,10%",3070000.0
15.01.2018,79.752,79.349,79.847,79.349,"2,00M","0,51%",2000000.0
12.01.2018,79.349,79.365,79.44,78.861,"3,69M","-0,02%",3690000.0
11.01.2018,79.365,78.201,79.365,78.201,"3,51M","1,49%",3510000.0
10.01.2018,78.201,78.864,78.864,78.164,"2,85M","-0,84%",2850000.0
09.01.2018,78.864,79.379,79.415,78.699,"3,57M","-0,65%",3570000.0
08.01.2018,79.379,79.07,79.395,78.631,"2,63M","0,39%",2630000.0
05.01.2018,79.071,78.644,79.071,78.218,"2,83M","0,54%",2830000.0
04.01.2018,78.647,77.998,79.135,77.998,"3,59M","0,84%",3590000.0
03.01.2018,77.995,77.889,78.414,77.602,"3,24M","0,13%",3240000.0
02.01.2018,77.891,76.403,77.909,76.403,"2,97M","1,95%",2970000.0
28.12.2017,76.402,76.077,76.437,76.077,"2,15M","0,43%",2150000.0
27.12.2017,76.073,75.708,76.293,75.708,"1,85M","0,48%",1850000.0
26.12.2017,75.708,75.187,75.837,74.924,"1,63M","0,69%",1630000.0
22.12.2017,75.187,75.128,75.227,74.623,"1,97M","0,07%",1970000.0
21.12.2017,75.133,73.367,75.133,73.265,"3,15M","2,41%",3150000.0
20.12.2017,73.367,72.68,73.492,72.68,"2,29M","0,95%",2290000.0
19.12.2017,72.68,73.122,73.139,72.347,"2,42M","-0,59%",2420000.0
18.12.2017,73.115,72.621,73.519,72.621,"3,30M","0,70%",3300000.0
15.12.2017,72.608,72.428,73.069,72.277,"4,80M","0,25%",4800000.0
14.12.2017,72.429,72.913,72.913,71.969,"3,60M","-0,67%",3600000.0
13.12.2017,72.914,73.827,74.622,72.569,"4,63M","-1,22%",4630000.0
12.12.2017,73.814,72.8,73.814,71.798,"3,05M","1,39%",3050000.0
11.12.2017,72.8,72.775,73.361,72.498,"2,53M","0,09%",2530000.0
08.12.2017,72.732,72.489,73.425,72.489,"3,18M","0,34%",3180000.0
07.12.2017,72.487,73.268,73.268,71.356,"3,36M","-1,07%",3360000.0
06.12.2017,73.268,72.535,73.418,71.906,"3,20M","1,00%",3200000.0
05.12.2017,72.546,73.09,74.166,72.319,"3,00M","-0,74%",3000000.0
04.12.2017,73.09,72.266,73.749,72.266,"3,13M","1,14%",3130000.0
01.12.2017,72.264,71.955,72.472,71.488,"3,10M","0,41%",3100000.0
30.11.2017,71.971,72.7,72.7,71.215,"5,51M","-1,00%",5510000.0
29.11.2017,72.7,74.146,74.515,72.7,"3,75M","-1,94%",3750000.0
28.11.2017,74.14,74.06,74.989,74.056,"3,12M","0,11%",3120000.0
27.11.2017,74.059,74.157,74.157,73.159,"2,90M","-0,13%",2900000.0
24.11.2017,74.157,74.503,74.542,74.093,"2,59M","-0,44%",2590000.0
23.11.2017,74.487,74.519,74.578,73.851,"1,60M","-0,04%",1600000.0
22.11.2017,74.519,74.611,75.019,74.242,"3,52M","-0,10%",3520000.0
21.11.2017,74.595,73.439,75.073,73.439,"3,65M","1,58%",3650000.0
17.11.2017,73.437,72.512,73.632,72.39,"2,83M","1,28%",2830000.0
16.11.2017,72.512,70.827,72.896,70.827,"3,44M","2,38%",3440000.0
14.11.2017,70.827,72.442,72.838,70.825,"4,49M","-2,27%",4490000.0
13.11.2017,72.475,72.167,72.735,71.776,"2,87M","0,43%",2870000.0
10.11.2017,72.166,72.932,73.019,71.92,"3,24M","-1,05%",3240000.0
09.11.2017,72.931,74.363,74.363,72.795,"3,41M","-1,93%",3410000.0
08.11.2017,74.363,72.468,74.481,72.468,"3,51M","2,69%",3510000.0
07.11.2017,72.415,74.306,74.306,72.386,"5,04M","-2,55%",5040000.0
06.11.2017,74.311,73.911,74.445,73.83,"3,40M","0,54%",3400000.0
03.11.2017,73.915,73.834,74.254,73.094,"4,52M","0,12%",4520000.0
01.11.2017,73.824,74.31,75.199,73.823,"3,78M","-0,65%",3780000.0
31.10.2017,74.308,74.798,75.142,74.145,"3,66M","-0,66%",3660000.0
30.10.2017,74.8,75.973,75.973,74.305,"3,93M","-1,55%",3930000.0
27.10.2017,75.976,75.898,76.617,75.601,"3,54M","0,11%",3540000.0
26.10.2017,75.896,76.671,77.061,75.813,"2,99M","-1,01%",2990000.0
25.10.2017,76.671,76.35,76.883,75.404,"3,05M","0,42%",3050000.0
24.10.2017,76.35,75.426,76.42,75.426,"3,14M","1,24%",3140000.0
23.10.2017,75.413,76.398,76.498,75.315,"2,71M","-1,28%",2710000.0
20.10.2017,76.391,76.291,76.971,76.291,"2,73M","0,14%",2730000.0
19.10.2017,76.283,76.591,76.591,75.366,"2,59M","-0,40%",2590000.0
18.10.2017,76.591,76.211,76.73,76.012,"3,25M","0,51%",3250000.0
17.10.2017,76.201,76.892,76.892,76.046,"2,86M","-0,90%",2860000.0
16.10.2017,76.892,76.985,77.382,76.565,"3,17M","-0,13%",3170000.0
13.10.2017,76.99,76.659,77.319,76.659,"3,30M","0,43%",3300000.0
11.10.2017,76.66,76.91,76.985,76.323,"3,90M","-0,31%",3900000.0
10.10.2017,76.897,75.745,76.996,75.745,"3,60M","1,55%",3600000.0
09.10.2017,75.727,76.055,76.067,75.181,"2,41M","-0,43%",2410000.0
06.10.2017,76.055,76.618,76.618,75.603,"3,09M","-0,73%",3090000.0
05.10.2017,76.618,76.592,78.024,76.592,"4,24M","0,04%",4240000.0
04.10.2017,76.591,76.763,77.004,76.422,"3,22M","-0,22%",3220000.0
03.10.2017,76.763,74.363,76.763,74.363,"3,93M","3,23%",3930000.0
02.10.2017,74.36,74.295,74.506,73.845,"2,59M","0,09%",2590000.0
29.09.2017,74.294,73.571,74.518,73.571,"3,22M","0,99%",3220000.0
28.09.2017,73.567,73.808,74.011,73.277,"3,18M","-0,31%",3180000.0
27.09.2017,73.797,74.358,74.744,73.125,"3,91M","-0,70%",3910000.0
26.09.2017,74.319,74.443,74.971,74.319,"3,68M","-0,17%",3680000.0
25.09.2017,74.443,75.381,75.47,74.303,"3,48M","-1,26%",3480000.0
22.09.2017,75.39,75.618,75.734,75.029,"2,89M","-0,28%",2890000.0
21.09.2017,75.604,76.014,76.251,75.282,"3,33M","-0,53%",3330000.0
20.09.2017,76.004,75.974,76.42,75.074,"4,01M","0,04%",4010000.0
19.09.2017,75.974,75.99,76.071,75.3,"3,12M","-0,02%",3120000.0
18.09.2017,75.99,75.758,76.404,75.621,"3,54M","0,31%",3540000.0
15.09.2017,75.757,74.656,75.82,74.648,"4,97M","1,47%",4970000.0
14.09.2017,74.657,74.787,74.949,74.397,"3,31M","-0,18%",3310000.0
13.09.2017,74.788,74.543,75.146,74.196,"3,33M","0,33%",3330000.0
12.09.2017,74.539,74.322,75.332,74.294,"3,70M","0,30%",3700000.0
11.09.2017,74.319,73.096,74.636,73.096,"3,38M","1,70%",3380000.0
08.09.2017,73.079,73.413,73.646,72.925,"3,21M","-0,45%",3210000.0
06.09.2017,73.412,72.157,73.608,72.157,"4,37M","1,75%",4370000.0
05.09.2017,72.151,72.134,73.18,71.827,"4,36M","0,03%",4360000.0
04.09.2017,72.129,71.921,72.141,71.671,"2,06M","0,29%",2060000.0
01.09.2017,71.923,70.848,72.217,70.846,"4,01M","1,54%",4010000.0
31.08.2017,70.835,70.887,71.234,70.516,"4,38M","-0,07%",4380000.0
30.08.2017,70.886,71.328,71.454,70.755,"2,75M","-0,62%",2750000.0
29.08.2017,71.33,71.005,71.33,70.517,"2,35M","0,44%",2350000.0
28.08.2017,71.017,71.074,71.39,70.909,"2,26M","-0,08%",2260000.0
25.08.2017,71.074,71.138,71.506,70.801,"2,49M","-0,08%",2490000.0
24.08.2017,71.133,70.482,71.238,70.482,"3,21M","0,93%",3210000.0
23.08.2017,70.478,70.011,70.587,69.947,"3,45M","0,67%",3450000.0
22.08.2017,70.011,68.645,70.278,68.645,"4,03M","2,00%",4030000.0000000005
21.08.2017,68.635,68.713,69.068,68.514,"2,72M","-0,12%",2720000.0
18.08.2017,68.715,67.99,68.808,67.979,"3,57M","1,09%",3570000.0
17.08.2017,67.977,68.596,68.596,67.866,"2,74M","-0,90%",2740000.0
16.08.2017,68.594,68.356,68.95,68.304,"3,87M","0,35%",3870000.0
15.08.2017,68.355,68.296,68.846,68.293,"2,84M","0,10%",2840000.0
14.08.2017,68.285,67.364,68.642,67.226,"2,91M","1,37%",2910000.0
11.08.2017,67.359,66.992,67.623,66.678,"2,98M","0,55%",2980000.0
10.08.2017,66.992,67.671,67.671,66.65,"2,91M","-1,00%",2910000.0
09.08.2017,67.671,67.894,67.894,67.29,"2,56M","-0,34%",2560000.0
08.08.2017,67.899,67.936,68.5,67.671,"3,24M","-0,06%",3240000.0
07.08.2017,67.94,66.898,68.043,66.887,"3,09M","1,56%",3090000.0
04.08.2017,66.898,66.783,67.104,66.525,"2,44M","0,18%",2440000.0
03.08.2017,66.777,67.136,67.256,66.705,"2,81M","-0,53%",2810000.0
02.08.2017,67.136,66.504,67.277,66.305,"3,83M","0,93%",3830000.0
01.08.2017,66.516,65.925,66.606,65.925,"2,85M","0,90%",2850000.0
31.07.2017,65.92,65.503,66.048,65.503,"2,65M","0,65%",2650000.0
28.07.2017,65.497,65.253,65.497,64.953,"2,85M","0,34%",2850000.0
27.07.2017,65.277,65.013,65.678,65.013,"2,56M","0,41%",2560000.0
26.07.2017,65.011,65.668,65.873,64.992,"3,03M","-1,00%",3030000.0
25.07.2017,65.668,65.101,65.749,65.101,"2,82M","0,87%",2820000.0
24.07.2017,65.1,64.695,65.104,64.678,"1,97M","0,64%",1970000.0
21.07.2017,64.684,64.936,65.15,64.599,"2,21M","-0,39%",2210000.0
20.07.2017,64.938,65.178,65.505,64.898,"2,34M","-0,37%",2340000.0
19.07.2017,65.18,65.337,65.604,64.874,"2,70M","-0,24%",2700000.0
18.07.2017,65.338,65.208,65.338,64.943,"2,28M","0,19%",2280000.0
17.07.2017,65.212,65.431,65.478,65.119,"2,33M","-0,34%",2330000.0
14.07.2017,65.436,65.178,65.624,65.178,"2,80M","0,40%",2800000.0
13.07.2017,65.178,64.854,65.302,64.854,"3,22M","0,53%",3220000.0
12.07.2017,64.836,63.84,64.938,63.827,"4,24M","1,57%",4240000.0
