Data,Último,Abertura,Máxima,Mínima,Vol.,Var%,Volume
11.07.2017,63.832,63.027,63.891,62.908,"2,65M","1,28%",2650000.0
10.07.2017,63.025,62.322,63.135,62.322,"2,29M","1,13%",2290000.0
07.07.2017,62.322,62.474,62.926,62.035,"2,98M","-0,24%",2980000.0
06.07.2017,62.47,63.156,63.188,62.354,"3,13M","-1,08%",3130000.0
05.07.2017,63.154,63.215,63.485,62.708,"3,27M","-0,12%",3270000.0
04.07.2017,63.232,63.268,63.346,63.076,"980,07K","-0,08%",980070.0
03.07.2017,63.28,62.901,63.338,62.901,"2,15M","0,60%",2150000.0
30.06.2017,62.9,62.238,63.038,62.238,"2,77M","1,06%",2770000.0
29.06.2017,62.239,62.01,62.499,61.689,"3,01M","0,36%",3010000.0
28.06.2017,62.018,61.684,62.057,61.433,"2,80M","0,56%",2800000.0
27.06.2017,61.675,62.188,62.424,61.58,"3,38M","-0,82%",3380000.0
26.06.2017,62.188,61.088,62.251,61.088,"2,68M","1,80%",2680000.0
23.06.2017,61.087,61.272,61.4,60.992,"2,92M","-0,30%",2920000.0
22.06.2017,61.272,60.762,61.354,60.758,"3,16M","0,84%",3160000.0
21.06.2017,60.762,60.783,61.188,60.544,"3,38M","-0,01%",3380000.0
20.06.2017,60.766,62.011,62.011,60.766,"4,08M","-2,01%",4080000.0
19.06.2017,62.014,61.62,62.272,61.62,"2,84M","0,63%",2840000.0
16.06.2017,61.626,61.911,61.921,61.269,"5,25M","-0,48%",5250000.0
14.06.2017,61.923,61.831,62.475,61.508,"4,46M","0,15%",4460000.0
13.06.2017,61.829,61.708,62.012,61.51,"2,55M","0,21%",2550000.0
12.06.2017,61.7,62.219,62.286,61.279,"3,12M","-0,82%",3120000.0
09.06.2017,62.211,62.755,63.066,62.095,"3,20M","-0,87%",3200000.0
08.06.2017,62.756,63.171,63.171,62.376,"2,79M","-0,66%",2790000.0
07.06.2017,63.171,62.955,63.637,62.912,"2,98M","0,34%",2980000.0
06.06.2017,62.955,62.45,63.302,62.426,"3,09M","0,81%",3090000.0
05.06.2017,62.45,62.503,62.8,62.01,"2,50M","-0,10%",2500000.0
02.06.2017,62.511,62.289,62.773,62.161,"2,96M","0,36%",2960000.0
01.06.2017,62.289,62.711,63.293,62.165,"3,47M","-0,67%",3470000.0
31.05.2017,62.711,63.961,63.984,62.673,"4,68M","-1,96%",4680000.0
30.05.2017,63.962,63.765,64.107,63.72,"2,30M","0,32%",2300000.0
29.05.2017,63.761,64.055,64.055,63.531,"1,70M","-0,51%",1700000.0
26.05.2017,64.085,63.228,64.17,63.228,"3,97M","1,36%",3970000.0
25.05.2017,63.227,63.256,63.991,62.762,"4,12M","-0,05%",4120000.0
24.05.2017,63.257,62.673,64.016,62.673,"4,31M","0,95%",4310000.0
23.05.2017,62.662,61.67,62.775,61.67,"4,90M","1,60%",4900000.0
22.05.2017,61.673,62.638,62.638,60.925,"6,00M","-1,54%",6000000.0
19.05.2017,62.639,61.597,63.488,61.597,"6,31M","1,69%",6310000.0
18.05.2017,61.597,67.536,67.536,60.315,"11,39M","-8,80%",11390000.0
17.05.2017,67.54,68.674,68.674,67.163,"3,42M","-1,67%",3420000.0
16.05.2017,68.684,68.473,68.792,68.124,"3,79M","0,31%",3790000.0
15.05.2017,68.474,68.227,68.593,68.081,"3,39M","0,37%",3390000.0
12.05.2017,68.222,67.536,68.429,67.536,"3,94M","1,01%",3940000.0
11.05.2017,67.538,67.355,67.709,67.191,"2,96M","0,28%",2960000.0
10.05.2017,67.35,66.284,67.528,66.284,"3,27M","1,62%",3270000.0
09.05.2017,66.278,65.533,66.536,65.533,"2,76M","1,15%",2760000.0
08.05.2017,65.526,65.705,66.015,65.295,"2,34M","-0,28%",2340000.0
05.05.2017,65.71,64.869,65.768,64.863,"2,85M","1,31%",2850000.0
04.05.2017,64.863,66.069,66.099,64.721,"3,90M","-1,86%",3900000.0
03.05.2017,66.094,66.72,66.758,65.898,"3,55M","-0,94%",3550000.0
02.05.2017,66.722,65.404,66.851,65.404,"3,61M","2,02%",3610000.0
28.04.2017,65.403,64.679,65.403,64.592,"3,07M","1,12%",3070000.0
27.04.2017,64.677,64.872,65.327,64.292,"3,21M","-0,29%",3210000.0
26.04.2017,64.862,65.144,65.436,64.679,"3,32M","-0,44%",3320000.0
25.04.2017,65.148,64.384,65.148,63.875,"3,13M","1,18%",3130000.0
24.04.2017,64.389,63.761,64.754,63.761,"3,29M","0,98%",3290000.0
20.04.2017,63.761,63.406,64.163,63.388,"2,99M","0,56%",2990000.0
19.04.2017,63.407,64.165,64.572,63.219,"3,16M","-1,17%",3160000.0
18.04.2017,64.159,64.336,64.591,63.717,"3,24M","-0,27%",3240000.0
17.04.2017,64.335,62.828,64.424,62.828,"3,25M","2,40%",3250000.0
13.04.2017,62.826,63.891,63.992,62.826,"3,31M","-1,67%",3310000.0
12.04.2017,63.892,64.362,64.456,63.814,"4,39M","-0,73%",4390000.0
11.04.2017,64.36,64.65,64.872,63.351,"3,28M","-0,45%",3280000.0
10.04.2017,64.65,64.593,64.928,64.115,"3,08M","0,09%",3080000.0
07.04.2017,64.593,64.202,65.197,64.016,"2,94M","0,58%",2940000.0
06.04.2017,64.223,64.775,64.921,63.762,"2,96M","-0,85%",2960000.0
05.04.2017,64.775,65.77,66.211,64.493,"3,07M","-1,51%",3070000.0
04.04.2017,65.769,65.212,65.775,64.99,"2,15M","0,86%",2150000.0
03.04.2017,65.211,64.989,65.384,64.774,"2,95M","0,35%",2950000.0
31.03.2017,64.984,65.266,65.597,64.859,"2,70M","-0,43%",2700000.0
30.03.2017,65.266,65.541,65.775,65.07,"2,41M","-0,40%",2410000.0
29.03.2017,65.528,64.636,65.551,64.476,"3,60M","1,37%",3600000.0
28.03.2017,64.64,64.308,64.847,64.042,"3,46M","0,52%",3460000.0
27.03.2017,64.308,63.829,64.356,63.03,"2,76M","0,71%",2760000.0
24.03.2017,63.854,63.554,63.997,63.469,"2,65M","0,51%",2650000.0
23.03.2017,63.531,63.521,63.942,62.84,"3,55M","0,02%",3550000.0
22.03.2017,63.521,62.98,63.747,62.496,"4,19M","0,86%",4190000.0000000005
21.03.2017,62.98,64.884,64.965,62.795,"3,81M","-2,93%",3810000.0
20.03.2017,64.884,64.21,65.136,63.672,"3,73M","1,05%",3730000.0
17.03.2017,64.21,65.783,66.205,64.152,"5,37M","-2,39%",5370000.0
16.03.2017,65.783,66.232,66.554,65.531,"2,95M","-0,68%",2950000.0
15.03.2017,66.235,64.702,66.318,64.537,"3,86M","2,37%",3860000.0
14.03.2017,64.699,65.511,65.549,64.699,"2,91M","-1,27%",2910000.0
13.03.2017,65.534,64.674,65.651,64.674,"2,23M","1,33%",2230000.0
10.03.2017,64.675,64.586,65.725,64.472,"3,54M","0,14%",3540000.0
09.03.2017,64.585,64.718,65.068,64.203,"3,62M","-0,21%",3620000.0
08.03.2017,64.718,65.748,65.81,64.496,"3,84M","-1,56%",3840000.0
07.03.2017,65.742,66.343,66.641,65.668,"2,98M","-0,90%",2980000.0
06.03.2017,66.341,66.786,66.892,66.119,"3,44M","-0,67%",3440000.0
03.03.2017,66.786,65.86,66.801,65.86,"2,74M","1,41%",2740000.0
02.03.2017,65.855,67.0,67.035,65.594,"3,19M","-1,69%",3190000.0
01.03.2017,66.989,66.661,67.398,66.661,"2,45M","0,49%",2450000.0
24.02.2017,66.662,67.458,67.458,66.452,"3,15M","-1,18%",3150000.0
23.02.2017,67.461,68.59,69.488,67.279,"4,10M","-1,65%",4099999.9999999995
22.02.2017,68.59,69.052,69.052,68.282,"3,48M","-0,67%",3480000.0
21.02.2017,69.052,68.536,69.112,68.536,"3,15M","0,76%",3150000.0
20.02.2017,68.533,67.756,68.674,67.756,"2,24M","1,16%",2240000.0
17.02.2017,67.748,67.814,67.819,67.158,"2,87M","-0,10%",2870000.0
16.02.2017,67.814,67.979,68.456,67.661,"3,66M","-0,24%",3660000.0
15.02.2017,67.976,66.712,68.016,66.712,"4,25M","1,89%",4250000.0
14.02.2017,66.713,66.971,67.11,66.251,"3,48M","-0,38%",3480000.0
13.02.2017,66.968,66.125,67.094,66.125,"3,20M","1,27%",3200000.0
10.02.2017,66.125,64.965,66.292,64.935,"3,55M","1,79%",3550000.0
09.02.2017,64.965,64.85,65.302,64.587,"2,72M","0,20%",2720000.0
08.02.2017,64.835,64.2,64.835,63.74,"3,24M","0,99%",3240000.0
07.02.2017,64.199,64.022,64.815,63.938,"2,86M","0,32%",2860000.0
06.02.2017,63.993,64.957,65.327,63.933,"2,63M","-1,48%",2630000.0
03.02.2017,64.954,64.579,65.387,64.264,"3,59M","0,58%",3590000.0
02.02.2017,64.578,64.835,65.132,64.163,"3,05M","-0,40%",3050000.0
01.02.2017,64.836,64.687,65.594,64.687,"3,31M","0,26%",3310000.0
31.01.2017,64.671,64.31,64.901,64.284,"2,82M","0,57%",2820000.0
30.01.2017,64.302,66.025,66.025,64.165,"2,33M","-2,62%",2330000.0
27.01.2017,66.034,66.195,66.242,65.876,"2,66M","-0,24%",2660000.0
26.01.2017,66.191,65.842,66.594,65.842,"3,60M","0,53%",3600000.0
24.01.2017,65.84,65.752,66.173,65.615,"3,97M","0,14%",3970000.0
23.01.2017,65.749,64.519,65.816,64.5,"3,05M","1,90%",3050000.0
20.01.2017,64.521,63.951,64.694,63.951,"3,52M","0,89%",3520000.0
19.01.2017,63.951,64.145,64.456,63.574,"2,96M","-0,31%",2960000.0
18.01.2017,64.15,64.36,64.68,64.063,"3,10M","-0,32%",3100000.0
17.01.2017,64.354,63.827,64.658,63.456,"3,02M","0,82%",3020000.0
16.01.2017,63.831,63.652,64.014,63.556,"1,82M","0,28%",1820000.0
13.01.2017,63.652,63.94,64.092,63.366,"2,82M","-0,47%",2820000.0
12.01.2017,63.954,62.448,64.342,62.448,"4,68M","2,41%",4680000.0
11.01.2017,62.446,62.134,62.674,61.665,"3,24M","0,51%",3240000.0
10.01.2017,62.132,61.71,62.446,61.71,"2,70M","0,70%",2700000.0
09.01.2017,61.7,61.68,62.112,61.307,"2,56M","0,06%",2560000.0
06.01.2017,61.665,62.072,62.072,61.396,"2,45M","-0,65%",2450000.0
05.01.2017,62.071,61.594,62.409,61.594,"3,42M","0,78%",3420000.0
04.01.2017,61.589,61.811,61.94,61.302,"2,93M","-0,36%",2930000.0
03.01.2017,61.814,59.631,61.815,59.631,"3,43M","3,73%",3430000.0
02.01.2017,59.589,60.227,60.227,59.371,"833,73K","-1,06%",833730.0
29.12.2016,60.227,59.782,60.248,59.278,"2,19M","0,74%",2190000.0
28.12.2016,59.782,58.688,59.911,58.688,"2,02M","1,85%",2020000.0
27.12.2016,58.697,58.627,59.068,58.402,"1,67M","0,13%",1670000.0
26.12.2016,58.62,57.941,58.781,57.941,"701,23K","1,18%",701230.0
23.12.2016,57.937,57.255,58.143,57.255,"2,22M","1,19%",2220000.0
22.12.2016,57.255,57.646,57.646,56.829,"2,90M","-0,68%",2900000.0
21.12.2016,57.647,57.583,58.049,57.221,"2,54M","0,11%",2540000.0
20.12.2016,57.583,57.116,57.918,57.038,"2,76M","0,83%",2760000.0
19.12.2016,57.111,58.39,58.6,57.109,"3,50M","-2,19%",3500000.0
16.12.2016,58.389,58.398,59.312,58.365,"3,80M","-0,01%",3800000.0
15.12.2016,58.396,58.214,58.635,57.575,"3,68M","0,32%",3680000.0
14.12.2016,58.212,59.28,59.338,58.212,"3,98M","-1,80%",3980000.0
13.12.2016,59.281,59.178,59.946,58.758,"3,70M","0,17%",3700000.0
12.12.2016,59.179,60.517,60.517,59.035,"3,24M","-2,19%",3240000.0
09.12.2016,60.501,60.688,61.129,60.316,"3,44M","-0,29%",3440000.0
08.12.2016,60.677,61.43,61.936,60.499,"3,03M","-1,20%",3030000.0
07.12.2016,61.414,61.111,61.918,61.062,"3,96M","0,53%",3960000.0
06.12.2016,61.088,59.828,61.235,59.396,"3,72M","2,10%",3720000.0
05.12.2016,59.832,60.322,60.72,59.635,"2,95M","-0,80%",2950000.0
02.12.2016,60.316,59.499,60.379,58.092,"4,48M","1,36%",4480000.0
01.12.2016,59.507,61.906,61.911,59.058,"5,52M","-3,88%",5520000.0
30.11.2016,61.906,60.994,62.59,60.994,"4,73M","1,51%",4730000.0
29.11.2016,60.987,62.859,62.859,60.98,"3,53M","-2,97%",3530000.0
28.11.2016,62.855,61.559,62.934,61.24,"2,84M","2,11%",2840000.0
25.11.2016,61.559,61.394,61.559,60.573,"2,74M","0,27%",2740000.0
24.11.2016,61.396,61.999,62.105,61.392,"1,65M","-0,95%",1650000.0
23.11.2016,61.986,61.956,62.046,61.234,"3,60M","0,05%",3600000.0
22.11.2016,61.954,61.072,62.55,61.072,"4,11M","1,45%",4110000.0000000005
21.11.2016,61.07,59.963,61.07,59.963,"3,63M","1,85%",3630000.0
18.11.2016,59.962,59.77,60.193,59.327,"3,57M","0,32%",3570000.0
17.11.2016,59.77,60.763,61.493,59.746,"3,64M","-1,63%",3640000.0
16.11.2016,60.759,59.658,60.915,59.364,"4,72M","1,85%",4720000.0
14.11.2016,59.657,59.183,59.961,58.322,"5,58M","0,80%",5580000.0
11.11.2016,59.184,61.199,61.626,58.921,"7,81M","-3,30%",7810000.0
10.11.2016,61.201,63.261,63.903,60.553,"7,86M","-3,25%",7860000.0
09.11.2016,63.258,64.157,64.358,61.794,"5,80M","-1,40%",5800000.0
08.11.2016,64.158,64.052,64.767,63.381,"3,37M","0,17%",3370000.0
07.11.2016,64.052,61.601,64.193,61.601,"3,43M","3,98%",3430000.0
04.11.2016,61.598,61.749,62.699,61.491,"4,10M","-0,25%",4099999.9999999995
03.11.2016,61.75,63.325,63.524,61.75,"4,25M","-2,49%",4250000.0
01.11.2016,63.326,64.922,65.291,63.019,"4,64M","-2,46%",4640000.0
31.10.2016,64.925,64.312,65.054,64.312,"3,93M","0,96%",3930000.0
28.10.2016,64.308,64.251,64.728,63.778,"3,91M","0,09%",3910000.0
27.10.2016,64.25,63.827,64.609,63.827,"3,70M","0,66%",3700000.0
26.10.2016,63.826,63.86,63.924,63.084,"4,43M","-0,06%",4430000.0
25.10.2016,63.866,64.059,64.266,63.248,"4,04M","-0,30%",4040000.0
24.10.2016,64.06,64.141,64.691,63.914,"3,78M","-0,07%",3780000.0
21.10.2016,64.108,63.838,64.372,63.379,"3,78M","0,42%",3780000.0
20.10.2016,63.838,63.495,63.927,62.729,"3,53M","0,52%",3530000.0
19.10.2016,63.506,63.784,64.089,63.309,"3,73M","-0,43%",3730000.0
18.10.2016,63.782,62.701,63.937,62.701,"4,39M","1,73%",4390000.0
17.10.2016,62.696,61.768,62.696,61.719,"3,44M","1,50%",3440000.0
14.10.2016,61.767,61.12,62.039,61.12,"3,81M","1,06%",3810000.0
13.10.2016,61.119,61.02,61.329,60.243,"5,11M","0,16%",5110000.0
11.10.2016,61.022,61.668,61.668,60.885,"3,68M","-1,05%",3680000.0
10.10.2016,61.668,61.13,61.756,61.13,"3,03M","0,91%",3030000.0
07.10.2016,61.109,60.645,61.275,60.479,"4,37M","0,77%",4370000.0
06.10.2016,60.644,60.254,60.724,60.07,"3,62M","0,65%",3620000.0
05.10.2016,60.254,59.34,60.477,59.34,"3,48M","1,54%",3480000.0
04.10.2016,59.339,59.461,59.58,58.892,"4,02M","-0,21%",4019999.9999999995
03.10.2016,59.461,58.37,59.549,58.367,"2,86M","1,87%",2860000.0
30.09.2016,58.367,58.35,58.9,58.271,"2,95M","0,03%",2950000.0
29.09.2016,58.351,59.346,59.621,58.292,"3,30M","-1,69%",3300000.0
28.09.2016,59.356,58.383,59.415,58.353,"3,33M","1,67%",3330000.0
27.09.2016,58.382,58.066,58.49,57.411,"3,04M","0,56%",3040000.0
26.09.2016,58.054,58.697,58.697,57.904,"2,17M","-1,10%",2170000.0
23.09.2016,58.697,58.992,59.131,58.409,"2,90M","-0,50%",2900000.0
22.09.2016,58.994,58.408,59.462,58.408,"3,47M","1,03%",3470000.0
21.09.2016,58.394,57.736,58.575,57.326,"4,01M","1,14%",4010000.0
20.09.2016,57.736,57.356,57.902,57.356,"3,09M","0,67%",3090000.0
19.09.2016,57.35,57.083,58.025,57.083,"2,77M","0,47%",2770000.0
16.09.2016,57.08,57.909,57.909,56.794,"3,83M","-1,43%",3830000.0
15.09.2016,57.909,57.068,58.127,57.068,"2,90M","1,49%",2900000.0
14.09.2016,57.059,56.812,57.342,56.694,"3,43M","0,42%",3430000.0
13.09.2016,56.821,58.58,58.58,56.459,"4,51M","-3,01%",4510000.0
12.09.2016,58.586,57.998,58.595,57.511,"3,64M","1,01%",3640000.0
09.09.2016,58.0,60.22,60.22,57.961,"4,12M","-3,71%",4120000.0
08.09.2016,60.232,60.129,60.31,59.743,"3,96M","0,17%",3960000.0
06.09.2016,60.129,59.566,60.129,59.182,"3,25M","0,95%",3250000.0
05.09.2016,59.566,59.616,59.986,59.402,"1,82M","-0,08%",1820000.0
02.09.2016,59.616,58.241,59.655,58.241,"3,89M","2,37%",3890000.0
01.09.2016,58.236,57.901,58.417,57.638,"3,80M","0,58%",3800000.0
31.08.2016,57.901,58.58,58.91,57.506,"4,20M","-1,15%",4200000.0
30.08.2016,58.575,58.61,58.882,58.293,"2,81M","-0,06%",2810000.0
29.08.2016,58.61,57.717,58.957,57.642,"2,85M","1,55%",2850000.0
26.08.2016,57.716,57.725,58.655,57.259,"3,72M","-0,01%",3720000.0
25.08.2016,57.722,57.718,58.124,57.639,"3,07M","0,01%",3070000.0
24.08.2016,57.718,58.019,58.332,57.456,"3,32M","-0,52%",3320000.0
23.08.2016,58.02,57.781,58.596,57.781,"3,75M","0,41%",3750000.0
22.08.2016,57.781,59.08,59.099,57.631,"3,23M","-2,23%",3230000.0
19.08.2016,59.099,59.158,59.24,58.599,"2,74M","-0,11%",2740000.0
18.08.2016,59.166,59.324,59.418,58.829,"3,72M","-0,27%",3720000.0
17.08.2016,59.324,58.847,59.324,58.081,"4,31M","0,80%",4310000.0
16.08.2016,58.855,59.144,59.187,58.589,"3,99M","-0,49%",3990000.0
15.08.2016,59.146,58.316,59.324,58.316,"3,60M","1,45%",3600000.0
12.08.2016,58.298,58.3,58.753,57.987,"3,93M","0,00%",3930000.0
11.08.2016,58.3,56.925,58.308,56.923,"4,03M","2,42%",4030000.0000000005
10.08.2016,56.92,57.69,57.953,56.735,"3,62M","-1,33%",3620000.0
09.08.2016,57.689,57.637,58.095,57.615,"3,14M","0,09%",3140000.0
08.08.2016,57.635,57.655,57.917,57.504,"3,25M","-0,05%",3250000.0
05.08.2016,57.661,57.609,57.951,57.29,"3,46M","0,12%",3460000.0
04.08.2016,57.594,57.076,58.03,57.076,"4,32M","0,91%",4320000.0
03.08.2016,57.077,56.157,57.101,55.788,"4,18M","1,63%",4179999.9999999995
02.08.2016,56.162,56.756,56.974,55.696,"3,98M","-1,05%",3980000.0
01.08.2016,56.756,57.309,57.729,56.676,"4,21M","-0,96%",4210000.0
29.07.2016,57.308,56.664,57.474,56.34,"4,55M","1,13%",4550000.0
28.07.2016,56.667,56.853,56.853,55.993,"3,91M","-0,33%",3910000.0
27.07.2016,56.853,56.788,57.38,56.788,"3,91M","0,12%",3910000.0
26.07.2016,56.783,56.876,57.309,56.708,"3,46M","-0,16%",3460000.0
25.07.2016,56.873,57.006,57.205,56.398,"3,22M","-0,23%",3220000.0
22.07.2016,57.002,56.641,57.171,56.518,"3,00M","0,64%",3000000.0
21.07.2016,56.641,56.578,56.906,56.233,"3,59M","0,11%",3590000.0
20.07.2016,56.578,56.699,56.927,56.221,"4,00M","-0,21%",4000000.0
19.07.2016,56.698,56.487,56.698,56.246,"3,91M","0,38%",3910000.0
18.07.2016,56.484,55.573,56.509,55.355,"4,11M","1,63%",4110000.0000000005
15.07.2016,55.578,55.482,55.649,55.233,"3,80M","0,17%",3800000.0
14.07.2016,55.481,54.601,55.634,54.601,"4,54M","1,62%",4540000.0
13.07.2016,54.598,54.256,54.647,53.733,"4,16M","0,63%",4160000.0
12.07.2016,54.256,53.961,54.746,53.961,"4,00M","0,55%",4000000.0
11.07.2016,53.96,53.143,54.021,53.143,"3,31M","1,54%",3310000.0
08.07.2016,53.141,52.02,53.166,52.02,"3,09M","2,16%",3090000.0
07.07.2016,52.015,51.902,52.719,51.888,"3,83M","0,22%",3830000.0
06.07.2016,51.902,51.842,51.909,50.825,"3,38M","0,12%",3380000.0
05.07.2016,51.842,52.565,52.565,51.51,"3,22M","-1,38%",3220000.0
04.07.2016,52.569,52.241,52.918,52.241,"2,08M","0,64%",2080000.0
01.07.2016,52.233,51.54,52.346,51.411,"4,24M","1,37%",4240000.0
30.06.2016,51.527,51.001,51.619,50.585,"4,51M","1,03%",4510000.0
29.06.2016,51.002,50.009,51.229,50.009,"4,09M","1,99%",4090000.0
28.06.2016,50.007,49.252,50.301,49.252,"3,51M","1,55%",3510000.0
27.06.2016,49.246,50.106,50.162,48.954,"3,33M","-1,71%",3330000.0
24.06.2016,50.105,51.561,51.561,49.544,"4,27M","-2,82%",4270000.0
23.06.2016,51.56,50.161,51.673,50.161,"3,26M","2,80%",3260000.0
22.06.2016,50.156,50.835,51.239,50.06,"3,75M","-1,34%",3750000.0
21.06.2016,50.838,50.326,50.87,49.678,"3,45M","1,01%",3450000.0
20.06.2016,50.329,49.539,50.782,49.539,"3,59M","1,60%",3590000.0
17.06.2016,49.534,49.409,50.191,49.405,"4,38M","0,25%",4380000.0
16.06.2016,49.412,48.901,49.412,48.067,"4,01M","1,02%",4010000.0
15.06.2016,48.915,48.649,49.415,48.324,"5,16M","0,55%",5160000.0
14.06.2016,48.648,49.662,49.894,48.216,"4,01M","-2,04%",4010000.0
13.06.2016,49.661,49.419,49.764,48.804,"2,71M","0,48%",2710000.0
10.06.2016,49.422,51.117,51.117,49.421,"3,07M","-3,32%",3070000.0
09.06.2016,51.118,51.633,51.633,50.832,"3,31M","-0,99%",3310000.0
08.06.2016,51.629,50.49,51.812,50.49,"4,35M","2,26%",4350000.0
07.06.2016,50.488,50.432,50.641,50.005,"3,05M","0,11%",3050000.0
06.06.2016,50.432,50.627,50.924,50.097,"3,11M","-0,37%",3110000.0
03.06.2016,50.619,49.888,50.634,49.888,"3,43M","1,47%",3430000.0
02.06.2016,49.887,49.008,49.906,48.781,"3,63M","1,78%",3630000.0
01.06.2016,49.013,48.468,49.057,48.2,"3,39M","1,12%",3390000.0
31.05.2016,48.472,48.963,49.269,48.292,"5,80M","-1,00%",5800000.0
30.05.2016,48.964,49.051,49.203,48.799,"1,21M","-0,18%",1210000.0
27.05.2016,49.051,49.481,49.805,48.869,"2,80M","-0,87%",2800000.0
25.05.2016,49.483,49.347,50.357,49.347,"3,58M","0,28%",3580000.0
24.05.2016,49.345,49.33,50.002,49.153,"3,24M","0,03%",3240000.0
23.05.2016,49.33,49.709,49.709,48.695,"3,52M","-0,79%",3520000.0
20.05.2016,49.723,50.133,50.822,49.723,"3,36M","-0,82%",3360000.0
19.05.2016,50.133,50.556,50.556,49.588,"4,03M","-0,85%",4030000.0000000005
18.05.2016,50.562,50.836,51.373,50.301,"4,20M","-0,54%",4200000.0
17.05.2016,50.839,51.795,51.946,50.689,"3,99M","-1,86%",3990000.0
16.05.2016,51.803,51.803,52.305,51.585,"3,64M","0,00%",3640000.0
13.05.2016,51.804,53.236,53.25,51.366,"4,45M","-2,70%",4450000.0
12.05.2016,53.241,52.765,53.798,52.424,"4,77M","0,90%",4770000.0
11.05.2016,52.764,53.072,53.976,52.736,"4,48M","-0,58%",4480000.0
10.05.2016,53.071,50.994,53.071,50.994,"4,21M","4,08%",4210000.0
09.05.2016,50.99,51.717,51.717,49.908,"5,09M","-1,41%",5090000.0
06.05.2016,51.718,51.671,52.159,51.204,"3,40M","0,09%",3400000.0
05.05.2016,51.671,52.569,53.071,51.311,"3,65M","-1,68%",3650000.0
04.05.2016,52.553,52.253,52.672,51.931,"4,40M","0,56%",4400000.0
03.05.2016,52.26,53.557,53.557,52.26,"4,01M","-2,43%",4010000.0
02.05.2016,53.562,53.91,54.113,53.265,"3,39M","-0,65%",3390000.0
29.04.2016,53.911,54.317,54.705,53.592,"5,05M","-0,74%",5050000.0
28.04.2016,54.312,54.475,54.978,53.963,"4,55M","-0,30%",4550000.0
27.04.2016,54.478,53.094,54.56,53.094,"5,05M","2,63%",5050000.0
26.04.2016,53.083,51.867,53.108,51.838,"3,87M","2,35%",3870000.0
25.04.2016,51.862,52.911,52.949,51.748,"3,81M","-1,98%",3810000.0
22.04.2016,52.908,53.63,53.63,52.629,"4,39M","-1,35%",4390000.0
20.04.2016,53.631,53.711,53.857,53.149,"4,69M","-0,15%",4690000.0
19.04.2016,53.71,52.894,54.054,52.894,"5,19M","1,54%",5190000.0
18.04.2016,52.894,53.229,53.479,52.305,"4,53M","-0,63%",4530000.0
15.04.2016,53.228,52.414,53.39,52.414,"5,20M","1,56%",5200000.0
14.04.2016,52.411,53.15,53.699,52.242,"5,66M","-1,39%",5660000.0
13.04.2016,53.15,52.01,53.844,52.01,"6,57M","2,21%",6570000.0
12.04.2016,52.002,50.166,52.327,50.166,"5,31M","3,66%",5310000.0
11.04.2016,50.165,50.303,51.089,50.078,"4,18M","-0,25%",4179999.9999999995
08.04.2016,50.293,48.517,50.486,48.517,"5,20M","3,67%",5200000.0
07.04.2016,48.513,48.099,48.94,48.099,"3,15M","0,87%",3150000.0
06.04.2016,48.096,49.054,49.054,47.874,"3,93M","-1,95%",3930000.0
05.04.2016,49.054,48.778,49.629,48.149,"3,66M","0,56%",3660000.0
04.04.2016,48.78,50.556,50.556,48.6,"3,67M","-3,52%",3670000.0
01.04.2016,50.562,50.054,50.768,49.361,"4,01M","1,01%",4010000.0
31.03.2016,50.055,51.248,51.248,49.642,"4,38M","-2,33%",4380000.0
30.03.2016,51.249,51.155,52.262,50.9,"4,88M","0,18%",4880000.0
29.03.2016,51.155,50.839,51.765,50.387,"4,45M","0,62%",4450000.0
28.03.2016,50.838,49.687,51.149,49.687,"3,62M","2,38%",3620000.0
24.03.2016,49.657,49.686,49.686,48.778,"3,80M","-0,07%",3800000.0
23.03.2016,49.69,51.005,51.005,49.491,"3,75M","-2,59%",3750000.0
22.03.2016,51.01,51.17,51.215,50.812,"4,02M","-0,32%",4019999.9999999995
21.03.2016,51.172,50.816,51.37,50.765,"3,82M","0,70%",3820000.0
18.03.2016,50.815,50.915,51.308,50.202,"5,62M","-0,19%",5620000.0
17.03.2016,50.914,47.77,51.268,47.77,"7,47M","6,60%",7470000.0
16.03.2016,47.763,47.13,47.814,46.521,"5,27M","1,34%",5270000.0
15.03.2016,47.13,48.866,48.866,46.684,"5,67M","-3,55%",5670000.0
14.03.2016,48.867,49.639,50.166,48.757,"4,95M","-1,56%",4950000.0
11.03.2016,49.639,49.574,50.038,49.156,"6,19M","0,14%",6190000.0
10.03.2016,49.571,48.667,49.974,47.922,"7,70M","1,86%",7700000.0
09.03.2016,48.665,49.102,50.001,48.623,"6,42M","-0,89%",6420000.0
08.03.2016,49.102,49.244,49.914,48.847,"7,37M","-0,29%",7370000.0
07.03.2016,49.246,49.089,49.639,48.746,"5,90M","0,33%",5900000.0
04.03.2016,49.085,47.194,50.024,47.194,"10,60M","4,01%",10600000.0
03.03.2016,47.193,44.9,47.375,44.9,"9,31M","5,12%",9310000.0
02.03.2016,44.893,44.122,44.983,43.841,"5,16M","1,75%",5160000.0
01.03.2016,44.122,42.795,44.181,42.795,"4,75M","3,10%",4750000.0
29.02.2016,42.794,41.599,43.053,41.599,"4,61M","2,89%",4610000.0
26.02.2016,41.593,41.889,42.495,41.417,"3,38M","-0,70%",3380000.0
25.02.2016,41.888,42.084,42.327,41.442,"4,05M","-0,47%",4050000.0
